,Twitter Handle,Compound Score,Positive Score,Neutral Score,Negative Score,Tweets Ago,Tweet Datetime,Tweet Text
357,@FoxNews,-0.4939,0.0,0.842,0.158,58,2018-10-04 00:02:30+00:00,"Trump's Census Bureau nominee quizzed on ID'ing of noncitizens, as Dems fear major hit to voter base. https://t.co/0GLwCb4vIy"
358,@FoxNews,0.0,0.0,1.0,0.0,59,2018-10-03 23:55:00+00:00,"Five Hepatitis A cases linked to New York state restaurant, official says. https://t.co/a1AN5SOgUj"
359,@FoxNews,-0.7906,0.0,0.588,0.412,60,2018-10-03 23:48:03+00:00,"UPDATE: South Carolina shooting leaves 1 officer dead, 4 others injured, official says. https://t.co/E9dfV8lD7G"
360,@FoxNews,-0.4767,0.0,0.853,0.147,61,2018-10-03 23:44:28+00:00,U.S. Capitol Police have arrested a Democratic congressional staffer for doxxing Republican senator's personal information. @tracegallagher reports. #TheStory https://t.co/av2fl9FQry https://t.co/sVDg1cTrr6
361,@FoxNews,0.0,0.0,1.0,0.0,62,2018-10-03 23:39:02+00:00,.@JesseBWatters: Ford's Ex-Boyfriend's Sworn Letter 'Riddled With Bombshells' https://t.co/DZzWa2GVST
362,@FoxNews,0.128,0.104,0.811,0.085,63,2018-10-03 23:34:41+00:00,"A suspect was in custody after an ""active shooter incident"" in Florence, South Carolina on Wednesday reportedly left five law enforcement officers wounded. https://t.co/abB8WHvtep"
363,@FoxNews,0.6085,0.301,0.595,0.104,64,2018-10-03 23:26:43+00:00,"UNC Charlotte ex-quarterback Kevin Olsen found not guilty of rape, other charges, report says. https://t.co/exQd9BPMKH"
364,@FoxNews,-0.4767,0.0,0.86,0.14,65,2018-10-03 23:18:22+00:00,"BREAKING: Man arrested in GOP doxxing case is congressional staffer who worked for Rep. @JacksonLeeTX18, other Dems, sources say. https://t.co/HdpYuOdEVL"
365,@FoxNews,-0.296,0.109,0.751,0.14,66,2018-10-03 23:09:56+00:00,".@BenShapiro: ""No good person is going to want to go into politics knowing that they could just be destroyed at a moment's notice by any allegation of any sort brought by anybody."" #TheStory https://t.co/RPlNWHLIBu"
366,@FoxNews,-0.3818,0.0,0.852,0.148,67,2018-10-03 23:06:12+00:00,GOP senators slam Dems' 'baseless innuendo' over previous Kavanaugh background checks; source calls claims a 'joke' https://t.co/nR2DYk0hhT
367,@FoxNews,-0.6808,0.0,0.663,0.337,68,2018-10-03 23:01:28+00:00,"Utah man arrested in ricin probe after suspicious mailings to Trump, Pentagon https://t.co/4QP981n36r"
368,@FoxNews,0.0516,0.131,0.701,0.168,69,2018-10-03 22:57:06+00:00,Firefighters in Nevada rescued three little bears after they got stuck in a dumpster looking for a midnight snack. https://t.co/Wb3btufVtA
369,@FoxNews,-0.25,0.0,0.846,0.154,70,2018-10-03 22:54:18+00:00,Philadelphia Flyers mascot Gritty's likeness wears Antifa logo at anti-Trump protest https://t.co/WxvMuLlN1L
370,@FoxNews,0.0,0.0,1.0,0.0,71,2018-10-03 22:50:18+00:00,President @realDonaldTrump is looking to drive people to the polls in November. @BretBaier takes a look at how @POTUS will impact the midterm elections. #SpecialReport https://t.co/LaME4QrgTG https://t.co/HGuBlLSHh1
371,@FoxNews,0.0,0.0,1.0,0.0,72,2018-10-03 22:43:52+00:00,.@newtgingrich: The midterm elections aren't really about Trump – We're at a major turning point in our history https://t.co/3dPNnOS2yR
372,@FoxNews,0.0,0.0,1.0,0.0,73,2018-10-03 22:41:07+00:00,"RT @foxnewspoll: NEW:  How incumbent #SenateDemocrats vote on #Kavanaugh could tip tight races:

#JoeDonnelly in #Indiana
#HeidiHeitkamp in…"
373,@FoxNews,0.0,0.0,1.0,0.0,74,2018-10-03 22:37:23+00:00,"More than 1 in 3 American adults eat fast food on a given day, CDC survey finds https://t.co/2AuRqTmd58"
374,@FoxNews,-0.3818,0.0,0.769,0.231,75,2018-10-03 22:29:51+00:00,.@GOPChairwoman: Midterm elections are no time to stay home. Complacency will be costly https://t.co/YmabsRfFSm
375,@FoxNews,0.0,0.0,1.0,0.0,76,2018-10-03 22:22:00+00:00,".@SecPompeo pulls out of treaty with Iran, in response to UN court ruling; @RichEdsonDC reports. #SpecialReport https://t.co/h63tkYToqx https://t.co/ciPmHyGCzQ"
376,@FoxNews,0.0,0.0,1.0,0.0,77,2018-10-03 22:18:28+00:00,"DEVELOPING: South Carolina shooting injures 3 deputies, 2 officers, reports say. https://t.co/luZHpKa9sg https://t.co/7CHOCIYlmR"
377,@FoxNews,0.0258,0.087,0.83,0.083,78,2018-10-03 22:12:13+00:00,".@MikeEmanuelFox: ""Security is tight and tension is rising as the Senate prepares to start the clock on Judge Brett Kavanaugh's confirmation process."" #SpecialReport https://t.co/0450PUpD3T https://t.co/x0RVTfUwvO"
378,@FoxNews,0.0,0.0,1.0,0.0,79,2018-10-03 22:07:11+00:00,"South Carolina shooting injures 3 deputies, 2 officers, report says https://t.co/D1ozKHYx5N"
379,@FoxNews,0.4939,0.318,0.682,0.0,80,2018-10-03 22:02:05+00:00,Fox News Poll: Republicans make gains in top Senate races https://t.co/H0mbk87h3U
380,@FoxNews,-0.5267,0.0,0.726,0.274,81,2018-10-03 21:54:06+00:00,Connie Chung claims she was sexually assaulted during college. https://t.co/2kw3L0HfjP
381,@FoxNews,0.0,0.0,1.0,0.0,82,2018-10-03 21:44:21+00:00,"Georgia mom snuck alcohol into movie theater via son's sippy cup, according to a report. https://t.co/c4GjuglvKm"
382,@FoxNews,-0.34,0.0,0.876,0.124,83,2018-10-03 21:29:52+00:00,".@JesseBWatters: ""Senate investigators are looking for the facts. Unfortunately for Democrats, they don't have any facts."" #TheFive https://t.co/78LFdeTAQA"
383,@FoxNews,0.0,0.0,1.0,0.0,84,2018-10-03 21:24:10+00:00,Mayor de Blasio says New York is 'looking to recoup' any unpaid taxes from Trump on heels of NYT report. https://t.co/waUBfwZT8h
384,@FoxNews,0.0,0.0,1.0,0.0,85,2018-10-03 21:09:58+00:00,"Oklahoma principal used ‘unreasonable force’ when paddling students, affidavit alleges. https://t.co/gCuomnXAQm"
385,@FoxNews,0.0772,0.091,0.909,0.0,86,2018-10-03 21:04:40+00:00,Illinois congressmen want Pritzker under federal investigation over 'improper' tax breaks he received. https://t.co/wUHY6TQDlK
386,@FoxNews,0.0,0.0,1.0,0.0,87,2018-10-03 20:55:59+00:00,"Trump reaped millions in shady tax schemes from father's business, report says; NY Tax Department 'reviewing' allegations; @KristinaParts reports. @TeamCavuto https://t.co/mN4wAWFZuo https://t.co/4RLMXYF3SO"
387,@FoxNews,0.0,0.0,1.0,0.0,88,2018-10-03 20:22:27+00:00,RT @FoxBusiness: #BreakingNews: The Dow Jones Industrial Average closed at a record high for the second day in a row. It marks the 15th rec…
388,@FoxNews,0.7506,0.171,0.829,0.0,89,2018-10-03 20:22:00+00:00,"With an American flag in hand, Wayne Parfitt takes to the streets once or twice a week to honor his 22-year-old son, Joe, who is currently deployed overseas with the U.S. Army. https://t.co/VRCBlObJon https://t.co/wdY9ylX8Sg"
389,@FoxNews,0.4215,0.078,0.922,0.0,90,2018-10-03 20:20:17+00:00,".@SenatorWicker on Kavanaugh FBI report: ""What I was told is that we expect the report today. That there will be an opportunity for every senator to go and read a copy of the report."" @TeamCavuto https://t.co/9DAKb1f74y"
390,@FoxNews,-0.6124,0.0,0.615,0.385,91,2018-10-03 20:17:32+00:00,"Philadelphia shooting outside dollar store leaves 5 injured, 1 critical: report https://t.co/bgytYze02a"
391,@FoxNews,0.4404,0.162,0.838,0.0,92,2018-10-03 20:11:34+00:00,"FBI report expected imminently, one copy to be placed in Senate Judiciary Committee safe https://t.co/zqrYk4dEEp https://t.co/DLhCfcMclb"
392,@FoxNews,-0.765,0.0,0.68,0.32,93,2018-10-03 20:04:19+00:00,"Afridi mistreated and in failing health, family says, after rare prison visit (via @holliesmckay) https://t.co/Otm3PhWyOv https://t.co/PTATq8RtOy"
393,@FoxNews,0.0,0.0,1.0,0.0,94,2018-10-03 20:03:56+00:00,.@ShepNewsTeam is live with the ‘Fox News Update’ on Facebook Watch: https://t.co/8yrkCS2I8N https://t.co/X6ybEktCt2
394,@FoxNews,0.0,0.0,1.0,0.0,95,2018-10-03 20:03:25+00:00,.@FLOTUS Melania Trump visits former slave facility in Ghana https://t.co/4nVdbJFCvT https://t.co/P9sEkqN2vb
395,@FoxNews,0.5574,0.141,0.859,0.0,96,2018-10-03 20:01:02+00:00,"""I'm just looking for some clarity.""

@Sen_JoeManchin reacts to the FBI's probe of the allegations leveled against Supreme Court nominee Brett Kavanaugh. https://t.co/PqeENxHrB4"
396,@FoxNews,0.0,0.0,1.0,0.0,97,2018-10-03 19:56:26+00:00,Senator @lisamurkowski reacts to the Kavanaugh investigation https://t.co/OcSAsSAZ27
397,@FoxNews,0.0,0.0,1.0,0.0,98,2018-10-03 19:51:30+00:00,.@Comey subpoena considered by Republicans on Capitol Hill https://t.co/txJu54FYRH https://t.co/5xhrmNZVm4
398,@FoxNews,-0.4019,0.0,0.816,0.184,99,2018-10-03 19:48:52+00:00,".@WhiteHouse defends Trump’s mocking of Kavanaugh accuser, says he was 'stating facts' https://t.co/TMKlTgCTjt"
399,@FoxNews,0.4404,0.103,0.851,0.046,100,2018-10-03 19:46:03+00:00,"""Fred Trump, starting when Donald Trump was 3 years old and moving forward, had been endlessly creative in coming up with new ways to get money into Donald Trump's pocket.""

David Barstow discusses an @nytimes report that accuses Trump of engaging in ""tax schemes"" during the '90s https://t.co/0kMzt9kv6B"
400,@nytimes,0.0,0.0,1.0,0.0,1,2018-10-04 05:30:04+00:00,"For 18 years, tampons and pads were considered “luxury” goods and taxed as such in Australia. Now they are finally being recognized as a necessary health item. https://t.co/PZpE4d3OKQ"
401,@nytimes,-0.7717,0.0,0.822,0.178,2,2018-10-04 05:22:06+00:00,"When the New York Times photographer @adamjdean arrived in Palu, Indonesia, he found death and devastation at every direction. Here are images by him and others of the quake and tsunami aftermath. https://t.co/EgnfCdLjxk"
402,@nytimes,-0.4767,0.0,0.881,0.119,3,2018-10-04 05:15:02+00:00,"For 7 months, a Syrian refugee has been posting to social media about his life stranded at a Malaysian airport. This week, he was suddenly arrested. https://t.co/muDeShsvlr"
403,@nytimes,0.5563,0.14,0.86,0.0,4,2018-10-04 05:02:07+00:00,Melania Trump looked more comfortable meeting with local leaders on the coast of Ghana than she has perhaps ever looked in Washington https://t.co/bGsvF8JcZW
404,@nytimes,-0.6369,0.0,0.861,0.139,5,2018-10-04 04:47:04+00:00,7 law enforcement officers were shot — at least one fatally — in an extraordinary barrage of firepower after the authorities sought to serve a search warrant in South Carolina https://t.co/4sciqIUP0t
405,@nytimes,-0.1832,0.101,0.767,0.132,6,2018-10-04 04:32:05+00:00,"Even Senator Lindsey Graham, Judge Kavanaugh’s most outspoken supporter, called President Trump’s attack on Dr. Christine Blasey Ford counterproductive https://t.co/QKRs7GC51m"
406,@nytimes,0.2716,0.095,0.905,0.0,7,2018-10-04 04:17:03+00:00,"RT @nytopinion: Judicial temperament is one of the most important qualities of a judge, write more than 650 law professors (and counting),…"
407,@nytimes,0.7717,0.228,0.772,0.0,8,2018-10-04 04:02:02+00:00,The cracks in African elephants’ skin help them keep cool and stay healthy. A new explanation for how those cracks form could offer insights into treating a human skin disease. https://t.co/ncSIIBizxu
408,@nytimes,-0.2263,0.133,0.708,0.159,9,2018-10-04 03:47:03+00:00,"Researchers at Johns Hopkins University have recommended that psilocybin, the compound found in hallucinogenic mushrooms, be reclassified so it can be used to treat anxiety and depression https://t.co/qwm7IQdz8h"
409,@nytimes,0.0,0.0,1.0,0.0,10,2018-10-04 03:40:05+00:00,Bring on the Red Sox. The Yankees beat the Athletics to advance to the next round of the playoffs. https://t.co/M5URwnDvQO
410,@nytimes,0.743,0.215,0.785,0.0,11,2018-10-04 03:37:23+00:00,RT @NYTSports: Get ready for Yankees-Red Sox in the next round. The Yankees polished off the A's with a 7-2 wild-card win to advance to the…
411,@nytimes,0.4005,0.23,0.77,0.0,12,2018-10-04 03:32:05+00:00,"The 19 fall cookbooks @NYTFood is most excited about 
https://t.co/oPsV9tyMy6"
412,@nytimes,0.34,0.118,0.882,0.0,13,2018-10-04 03:30:13+00:00,"RT @TylerKepner: The last time the Yankees played the Red Sox in the postseason, Gleyber Torres was 7 years old."
413,@nytimes,0.0,0.0,1.0,0.0,14,2018-10-04 03:17:00+00:00,"RT @kchangnyt: A new solar system discovery points to a ninth planet. (No, not Pluto). https://t.co/8JwBYSabzk"
414,@nytimes,-0.8176,0.0,0.761,0.239,15,2018-10-04 03:02:05+00:00,"The FBI arrested a man suspected of sending envelopes thought to contain the deadly poison ricin to the Pentagon. The envelopes actually contained castor beans, the raw material for ricin. https://t.co/wvoArwMPD6"
415,@nytimes,0.0,0.0,1.0,0.0,16,2018-10-04 02:47:02+00:00,Americans used to vote at much higher rates — sometimes above 80%. Why did that change? https://t.co/EY2Qnr90zx
416,@nytimes,-0.5267,0.069,0.769,0.162,17,2018-10-04 02:41:56+00:00,"RT @alanblinder: Seven law enforcement officers were shot, at least one fatally, on Wednesday in South Carolina. A top lawmaker says the su…"
417,@nytimes,0.6369,0.206,0.794,0.0,18,2018-10-04 02:32:05+00:00,Heart patients had every reason to be excited about these powerful new cholesterol drugs. Until they found they couldn't get them. https://t.co/LhywjMHqHE
418,@nytimes,0.5574,0.264,0.661,0.074,19,2018-10-04 02:22:05+00:00,RT @GlennThrush: The top federal official responsible for enforcing fair lending laws has a 14-year history of racially charged comments ab…
419,@nytimes,-0.1027,0.053,0.859,0.088,20,2018-10-04 02:12:03+00:00,"Teachers are suing Navient, saying the student loan servicer fouled up their attempts to get into a loan forgiveness program that's hard enough to navigate as it is: less than 1 percent of applicants have their loans discharged. https://t.co/WRLG6JAMav"
420,@nytimes,0.4019,0.088,0.912,0.0,21,2018-10-04 02:02:03+00:00,"“I, too, was sexually assaulted”: Connie Chung, the veteran TV news anchor, voiced her support for Dr. Christine Blasey Ford in an opinion article in The Washington Post https://t.co/rSkNwMtgys"
421,@nytimes,0.6249,0.185,0.712,0.103,22,2018-10-04 01:47:05+00:00,"This is the story of an elephant named Happy, who has been living alone at the zoo for the past 12 years. Now a new lawsuit wants to set her free. https://t.co/WTWxTaPqPg"
422,@nytimes,0.0,0.0,1.0,0.0,23,2018-10-04 01:36:04+00:00,"The NYT movie review of ""A Star Is Born"" https://t.co/yHKwQmMI0t"
423,@nytimes,-0.4939,0.0,0.842,0.158,24,2018-10-04 01:27:35+00:00,"RT @adamjdean: Buildings destroyed by the earthquake in the Balaroa neighbourhood of #palu, Indonesia. More pics online: https://t.co/4gHgT…"
424,@nytimes,0.0,0.0,1.0,0.0,25,2018-10-04 01:26:00+00:00,Get our On Politics newsletter delivered to your inbox. Sign up here: https://t.co/z8lYREKk4h
425,@nytimes,0.0,0.0,1.0,0.0,26,2018-10-04 01:22:03+00:00,"In our On Politics newsletter: The most out-there theories of 2018; texting about our new texting project; and a rundown of Wednesday's White House briefing
https://t.co/fm96pSdLmN"
426,@nytimes,-0.4404,0.0,0.868,0.132,27,2018-10-04 01:11:02+00:00,RT @jmartNYT: Cruzmentum: New GOP track has @tedcruz pulling into eight-point lead after Kavanaugh hearings and sustained attacks on @BetoO…
427,@nytimes,0.0,0.0,1.0,0.0,28,2018-10-04 01:01:06+00:00,Evening Briefing: Here's what you need to know at the end of the day https://t.co/1ylPGJSwi1
428,@nytimes,-0.8625,0.0,0.654,0.346,29,2018-10-04 00:37:05+00:00,A 90-year-old California man was charged in his stepdaughter’s death after her Fitbit showed her heart stopped beating while he was in her house https://t.co/RzFlal4umR
429,@nytimes,0.4215,0.113,0.887,0.0,30,2018-10-04 00:27:01+00:00,RT @KevinQ: Lesser-known but handy feature alert: there's a link under each of our live poll maps to see the 2016 presidential precinct map…
430,@nytimes,-0.1531,0.174,0.633,0.193,31,2018-10-04 00:17:06+00:00,A stampede prompted by a loud popping sound at a concert in Central Park raised questions about the city’s ability to safely handle panic in a crowd https://t.co/dfSIyXpc6f
431,@nytimes,0.0,0.0,1.0,0.0,32,2018-10-04 00:06:03+00:00,Everything you need to know going into the winner-take-all American League wild-card game https://t.co/DWWXK7L7AM
432,@nytimes,-0.6124,0.0,0.792,0.208,33,2018-10-03 23:51:03+00:00,RT @nytpolitics: Are bar fights a rite of passage? The Brett Kavanaugh nomination has sparked an odd debate on social media. https://t.co/L…
433,@nytimes,0.296,0.075,0.925,0.0,34,2018-10-03 23:41:03+00:00,How will the outcome of the 2018 midterm elections directly impact college students? Join political correspondent @alexburnsNYT and Senator Bernie Sanders as they discuss what’s at stake. https://t.co/svHV8h9gRv
434,@nytimes,0.0,0.0,1.0,0.0,35,2018-10-03 23:27:02+00:00,"RT @kchangnyt: One day after Donna Strickland became the third woman to receive a physics Nobel, Frances Arnold of Caltech is just the fift…"
435,@nytimes,0.0,0.0,1.0,0.0,36,2018-10-03 23:17:07+00:00,Evening Briefing: Here's what you need to know at the end of the day https://t.co/dTRMCcnXx5
436,@nytimes,0.7506,0.186,0.814,0.0,37,2018-10-03 23:02:02+00:00,"In Opinion

650+ law professors (and counting) signed a letter saying that Brett Kavanaugh lacks the judicial temperament to be approved to the Supreme Court. Read their letter explaining why. https://t.co/T7LcnU7mgh"
437,@nytimes,-0.4003,0.0,0.945,0.055,38,2018-10-03 22:45:04+00:00,"""The real-world and social-media combat we’ve been in for the past two years over what kind of country this is — who gets to live in it and bemoan (or endorse!) how it’s being run — have now shown up in our beefs over culture."" writes Wesley Morris. https://t.co/MYCUr8OCS2"
438,@nytimes,0.7506,0.252,0.748,0.0,39,2018-10-03 22:32:07+00:00,RT @nytopinion: 650+ law professors (and counting) believe Brett Kavanaugh lacks the judicial temperament to be approved to the Supreme Cou…
439,@nytimes,0.9349,0.28,0.72,0.0,40,2018-10-03 22:17:46+00:00,"By Nov. 22, 1997, Donald Trump and his siblings owned nearly all of their father’s real estate empire free and clear of estate taxes. How did they do it? A special type of trust with a clunky acronym: GRAT, short for grantor-retained annuity trust: https://t.co/XrFWdg8ZQe https://t.co/kSt93u4x4T"
440,@nytimes,-0.2023,0.081,0.806,0.113,41,2018-10-03 22:02:40+00:00,"RT @nytopinion: Threats have been building for the last year against to the E.P.A.'s Office of Children’s Health Protection, which plays a…"
441,@nytimes,-0.296,0.0,0.932,0.068,42,2018-10-03 21:47:02+00:00,"No mo' MoMaCha: A judge says that a New York cafe must change its name after the Museum of Modern Art, also known as MoMA, says the cafe infringed upon its trademark. https://t.co/E1WcfaYvHx"
442,@nytimes,-0.3182,0.0,0.922,0.078,43,2018-10-03 21:32:06+00:00,A journalist sharply critical of Saudi Arabia's leadership entered the kingdom's consulate in Istanbul on Tuesday to get a document he needed for marriage. He hasn't been seen since. https://t.co/nDHRQNO6a8
443,@nytimes,0.7351,0.212,0.788,0.0,44,2018-10-03 21:17:02+00:00,"RT @katierogers: As she makes her first big solo trip abroad, Mrs. Trump seems ready to show another side of herself: the happy one. https:…"
444,@nytimes,-0.8687,0.0,0.638,0.362,45,2018-10-03 21:05:05+00:00,"Obscene photos. Vulgar texts. Dancers forced to leave. New York City Ballet is facing a #MeToo reckoning in its most difficult moment yet. 
https://t.co/bOUosbL5fC"
445,@nytimes,0.0,0.0,1.0,0.0,46,2018-10-03 20:50:05+00:00,"GM's self-driving car unit has raised billions from outsiders, though it has not yet produced a vehicle. https://t.co/LybxYqHxnI"
446,@nytimes,-0.296,0.0,0.891,0.109,47,2018-10-03 20:36:05+00:00,"China may be stepping back from the free-market, pro-business policies that transformed it into the world’s No. 2 economy https://t.co/1wiVYUEnsH"
447,@nytimes,0.8807,0.298,0.702,0.0,48,2018-10-03 20:20:05+00:00,"Since 1901, the Nobel Prize in Chemistry has been won by 177 people. Frances H. Arnold just became only the fifth woman to earn the honor. https://t.co/f8yIkA3TA0"
448,@nytimes,-0.5859,0.0,0.909,0.091,49,2018-10-03 20:09:58+00:00,"Here are the key takeaways of our investigation. Donald Trump received the equivalent today of at least $413 million from his father’s real estate empire. Much of this money came through tax schemes, including instances of outright fraud. https://t.co/hwGPwVvty7"
449,@nytimes,0.0,0.0,1.0,0.0,50,2018-10-03 20:05:03+00:00,President Trump did not offer an outright denial of the facts in our investigation. Nor did Sarah Huckabee Sanders during a subsequent briefing with reporters. https://t.co/wt7dbGzbYn
450,@nytimes,0.0516,0.066,0.875,0.059,51,2018-10-03 19:50:04+00:00,Student loan servicer Navient is supposed to guide borrowers who qualify for a loan forgiveness program for public service workers. But a lawsuit says Navient instead tried to steer them away. https://t.co/TzaYBVNUDB
451,@nytimes,0.0,0.0,1.0,0.0,52,2018-10-03 19:35:07+00:00,"The race for Tennessee's Senate seat pits self-described ""hard-core,"" pro-Trump Republican Rep. Marsha Blackburn against centrist, pro-business Democrat Phil Bredesen. Both have financial issues in their political pasts. https://t.co/FdDe57wf3a"
452,@nytimes,0.2023,0.046,0.954,0.0,53,2018-10-03 19:22:36+00:00,"In the 1980s, Fred Trump made an important structural change to his empire that produced a big new source of revenue for Donald Trump and his siblings. Through family mortgages, Fred Trump made his children his bankers: https://t.co/XrFWdfRoYG https://t.co/idXUvjy7Yk"
453,@nytimes,0.0,0.0,1.0,0.0,54,2018-10-03 19:15:08+00:00,"RT @mccanner: We're five weeks out from the midterm elections. A lot's going to happen, and we found an entirely new way to bring you the a…"
454,@nytimes,0.7096,0.312,0.688,0.0,55,2018-10-03 19:08:25+00:00,"The best TV shows and movies new to Netflix, Amazon and more in October https://t.co/NuIeMg2Zx7"
455,@nytimes,0.7906,0.318,0.583,0.1,56,2018-10-03 18:50:08+00:00,"She joked, she danced, she survived. A year after her party conference speech ended in disaster, Theresa May performed well this time, though divisions in her party over Brexit remain. https://t.co/cXjzRIJ0p4"
456,@nytimes,0.8074,0.293,0.707,0.0,57,2018-10-03 18:44:45+00:00,Curious about what ordinary Canadians think of the negotiations for the United States-Mexico-Canada Agreement? The Times @readercenter compiled some of their comments. https://t.co/iOLc53EbRe
457,@nytimes,0.0,0.0,1.0,0.0,58,2018-10-03 18:35:31+00:00,Priyanka Chopra is investing in dating and social media app Bumble. It's the second company in her budding start-up portfolio. https://t.co/pCxQz97lfe
458,@nytimes,0.7506,0.28,0.72,0.0,59,2018-10-03 18:30:09+00:00,This recipe is perfect for those nights when you want dinner to be cold. And it can easily be made vegetarian. https://t.co/3iiyJR5xIx
459,@nytimes,-0.2263,0.0,0.939,0.061,60,2018-10-03 18:15:06+00:00,"""People won’t forget that,"" said Frank McKenna, a former Canadian ambassador to the U.S. ""I think that’s now deep in our psyche — the way we were treated by this president.""
https://t.co/r0Caifu7Kh"
460,@nytimes,0.4019,0.114,0.886,0.0,61,2018-10-03 18:00:21+00:00,Your first job out of college is a lot different than your summer internships. Here's a 3-month checklist to help you ace it. https://t.co/zHretqsNT0
461,@nytimes,0.7096,0.164,0.836,0.0,62,2018-10-03 17:45:04+00:00,"U.S. Secretary of State Pompeo says the U.S. will withdraw from a 1955 treaty it signed with Iran, hours after the International Court of Justice ordered the U.S. to ease some sanctions. https://t.co/K7xQ47vGib"
462,@nytimes,-0.4019,0.095,0.712,0.193,63,2018-10-03 17:31:08+00:00,3 of the Republican senators who could decide whether Brett Kavanaugh joins the Supreme Court condemn President Trump's remarks mocking Christine Blasey Ford. It's unclear whether it will affect their vote. https://t.co/8wOz2pd4ho
463,@nytimes,-0.5719,0.078,0.712,0.21,64,2018-10-03 17:20:11+00:00,Phones across the U.S. will soon buzz with a “presidential alert.” Don’t panic: It’s the first nationwide test of an emergency alert system. https://t.co/tpZp3zsQxy
464,@nytimes,0.6369,0.206,0.794,0.0,65,2018-10-03 17:15:06+00:00,RT @NYTHealth: Heart patients had every reason to be excited about these powerful new cholesterol drugs. Until they found they couldn't get…
465,@nytimes,-0.8807,0.0,0.693,0.307,66,2018-10-03 17:10:04+00:00,"""I’m sad that I might have caused people anguish in the job, or made people unhappy,"" says the ""Mad Men"" creator Matthew Weiner. ""Might have? I did."" https://t.co/ta9ShoiAXY"
466,@nytimes,0.128,0.118,0.797,0.084,67,2018-10-03 17:00:10+00:00,"Retaliatory tariffs enacted by China — on things like whiskey, pork and cranberries — could have a big negative impact on jobs and fortunes in counties that voted for President Trump. Will that affect who voters support in the midterms? https://t.co/7gEPbfhI3s"
467,@nytimes,-0.908,0.048,0.696,0.256,68,2018-10-03 16:45:06+00:00,"By the Book: Kate Atkinson, author of ""Transcription,"" wants ""absolutely no one"" to write her life story. ""If I was alive I would arrange to have them killed and if I were dead I would come back and haunt them. I can’t think of anything more horrible."" https://t.co/Q9vvMpYPFt"
468,@nytimes,-0.296,0.0,0.922,0.078,69,2018-10-03 16:30:07+00:00,"The University of Mississippi wants to remove the name of a major benefactor to its journalism school after his contentious Facebook post about two black female students.
https://t.co/rh1ipfcmri"
469,@nytimes,0.5994,0.149,0.851,0.0,70,2018-10-03 16:16:03+00:00,"When Donald Trump was 3 years old, his father effectively made him a landlord. Here’s how Fred Trump’s maneuver created a steady stream of income for Donald Trump and his siblings. https://t.co/C5bhgpFL87 https://t.co/zvmtjkt0vm"
470,@nytimes,-0.0772,0.072,0.849,0.08,71,2018-10-03 16:00:13+00:00,None of the 36 candidates the Republican Party is fielding for governor this year are black or Hispanic. Some in the GOP say that is a consequence of President Trump’s offensive language on race. https://t.co/75VWdjEKZA
471,@nytimes,-0.0772,0.035,0.921,0.043,72,2018-10-03 15:54:06+00:00,U.S. Senate Republicans are stepping up efforts to challenge Christine Blasey Ford’s credibility by confronting her with a sworn statement from a former boyfriend who took issue with assertions she made during testimony before the Judiciary Committee https://t.co/baAN5IPTsz
472,@nytimes,-0.296,0.0,0.913,0.087,73,2018-10-03 15:45:03+00:00,"""For me, adulthood sank in when my first student loan payment was due. I realized that I had no idea where to begin. I needed a plan."" https://t.co/vPtw8cDk4r"
473,@nytimes,0.2247,0.074,0.875,0.05,74,2018-10-03 15:29:04+00:00,"In Opinion

Op-Ed contributors Thomas Meaney and Saskia Schäfer write, ""Right-wing protests in Germany these days are an unusual spectacle: The police sometimes seem more like uniformed extras than able keepers of public order."" https://t.co/mc3xVesdll"
474,@nytimes,-0.4588,0.0,0.889,0.111,75,2018-10-03 15:15:09+00:00,The earthquake turned the ground into jelly in a deadly churn that sent buildings flowing sideways even as they were being sucked down into rubble https://t.co/85oRY8WjgL
475,@nytimes,0.0,0.0,1.0,0.0,76,2018-10-03 15:00:14+00:00,"President Trump has long sold himself as a self-made billionaire, but a New York Times investigation found that he received at least $413 million in today’s dollars from his father’s real estate empire, much of it through tax dodges in the 1990s: https://t.co/MawOWgAT2P https://t.co/XPD1ogOCZw"
476,@nytimes,0.6808,0.189,0.811,0.0,77,2018-10-03 14:45:07+00:00,"The United States ambassador to NATO nearly set off a diplomatic incident on Tuesday when she suggested that the United States might ""take out"" Russian missiles https://t.co/duP6mBwxHg"
477,@nytimes,0.0,0.0,1.0,0.0,78,2018-10-03 14:30:17+00:00,"RT @mikiebarb: On today’s Daily: for an investigation this big, we did things differently. A cold open in the locked room where it happened…"
478,@nytimes,0.4767,0.171,0.829,0.0,79,2018-10-03 14:15:01+00:00,Late-night hosts were impressed by how quickly a (very) young Donald Trump had amassed his fortune https://t.co/NNHpmU1JtV
479,@nytimes,-0.5719,0.0,0.911,0.089,80,2018-10-03 14:00:08+00:00,"""After 11 years of trying to outrun depression and PTSD symptoms, I have finally concluded that it's faster than me."" Jason Kander dropped out of the Kansas City mayoral race, saying he needed to focus on healing from PTSD. https://t.co/aICXWVVqR0"
480,@nytimes,0.0,0.0,1.0,0.0,81,2018-10-03 13:44:06+00:00,RT @NYTmag: THIS WEEK’S COVER: @ladygaga isn’t done shape-shifting yet. @rachsyme profiles the ‘‘A Star Is Born’’ actress in her latest rei…
